Id,state,phone_number,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn
486,TX,747-867-9551,116,yes,no,41,342.1926141301288,133,15.987926656450334,60.58382325203237,143,31.886049313372133,70.74216392169322,57,10.373435177165243,4.6303413649211205,18,9.348348021752354,1,True
487,NY,428-562-2827,46,no,no,16,50.888562421268446,28,18.13569237173695,37.21575088962766,54,33.33246828685402,280.2509663631741,24,18.93813671994169,18.998496478281094,6,2.567440874345579,9,False
488,TX,481-935-9569,88,no,yes,14,292.9885832809288,111,16.806522203968946,47.83987151050496,80,38.930997288358505,339.7502225664815,132,20.024382932588566,0.5537977351755075,11,6.112493728337267,5,False
489,FL,218-289-7910,101,yes,yes,17,236.81917877036202,145,2.9622079775631054,46.76981966758362,142,9.522046196620119,132.41771361775304,136,23.469993913886146,2.7893092733036307,8,3.247202282231425,6,False
490,CA,469-877-3196,27,yes,yes,22,237.1494829993892,86,29.963307642310937,320.5010744887694,65,37.59282811169553,41.89783518120475,107,39.92795916468558,11.40664852402496,16,2.1693318018241947,1,False
491,NY,775-751-6978,107,no,no,29,71.07197651670234,50,35.544016181409575,260.80253053882393,136,30.77256282130009,145.477312633644,93,40.50293014891926,14.75669677396697,1,0.8492033902321416,0,False
492,IL,587-869-1780,72,no,yes,33,238.05989326260908,70,42.98556768920977,246.67403718280906,41,4.763449534534262,35.58980168928084,50,36.54344351734948,10.757821659700236,15,6.207108637359489,6,True
493,FL,792-259-4983,159,no,yes,3,344.3944257923993,35,8.727940802371057,197.22330248377904,58,39.31739015616373,91.55938952399012,105,3.0621763722359177,7.1012799232976835,6,8.820854788715684,0,False
494,NY,387-387-9714,148,yes,yes,2,321.781942252623,80,28.120791150886483,280.22483743108864,22,20.387853503992883,270.7910448171963,77,29.112564906423273,19.559522387059353,17,3.513928888445126,2,False
495,IL,621-882-8569,195,yes,yes,6,170.52181145755216,112,2.3843907523415773,79.80735768370906,34,17.858284847822603,329.8682873940788,14,37.8796618823072,14.077053702656917,6,5.526685361929773,3,False
496,NY,282-764-5583,194,yes,no,17,42.78335145155019,79,6.564495090115015,155.42118073229997,69,23.50760727591845,57.98370699804373,62,23.342011522954053,16.627816821341582,0,6.421337952941157,1,False
497,TX,926-945-7267,214,yes,yes,41,145.93391680006556,116,4.602163721887667,186.80136024458992,68,18.616403710694193,208.52824921936298,131,47.35693017753903,0.804937483764081,2,4.1465017779520394,6,False
498,NY,725-889-3461,13,yes,no,6,294.4448997121777,116,36.82294563274337,65.3310392565524,67,18.237708426075635,111.24187075969022,145,41.54290505025685,4.718402209467674,10,9.033478503660582,4,True
499,NY,824-271-1685,223,yes,no,39,254.47971246885314,112,5.890859066124952,164.24438698800543,29,40.787728049630026,74.49892025405745,31,32.631443143367875,7.4834218718316015,14,3.6275516120117657,0,False
500,NY,212-987-6341,144,yes,no,5,176.98996979006606,28,36.38974311482192,131.2805693640385,142,7.976252209553229,100.0736735652984,115,4.996408816760642,3.652027961645561,2,1.2501082008984366,7,False
501,FL,730-138-5875,70,no,yes,21,47.63249125082595,77,13.981985811708002,41.386286653908044,66,48.58880325715801,214.88418159926638,16,33.312619883990635,1.457985454182944,12,1.4402035805169955,9,False
502,NY,332-629-3196,116,no,no,0,166.60631290345685,79,44.130222113453094,73.75532887335527,63,28.636718929968477,50.843040462067535,55,45.75582086010651,4.501833291893604,3,8.908576145077127,6,False
503,IL,496-760-1301,63,yes,yes,3,180.08798070972273,122,41.03119944146308,274.49178341359095,121,10.78035192422302,168.9499507738936,39,20.21337857028567,10.672712624740852,7,9.880080428479598,3,False
504,TX,459-337-1646,97,yes,yes,45,327.1377705261235,66,47.975850438813275,35.772131041486226,95,8.298343180720952,73.27291230565244,135,42.23036122905733,13.914904967134106,3,2.8893785057171693,1,False
505,TX,762-335-9789,77,yes,yes,48,235.14755314629102,70,44.42057674198553,328.9610557108356,46,30.392457542479164,117.25665676623407,110,17.031734857384592,15.48041845930162,17,1.4360272565471144,6,False
506,NY,761-334-8003,229,no,no,49,129.72893332948763,101,46.799812117584665,57.65588238311597,93,32.38397330465254,91.04138551784445,88,29.364957994270533,0.8587230973543414,6,4.822122817562095,1,False
507,FL,896-880-4537,216,yes,yes,42,198.10184462423084,39,43.21963503263877,285.75619014510664,57,4.545237009430917,312.55215994588707,142,33.12437208179755,8.559723444251823,10,7.095280635765979,5,False
508,FL,869-640-5558,138,no,yes,28,51.13769850309122,136,35.28233122951306,317.55729310191066,127,13.664091878181718,256.5636258788127,76,34.54376180282696,2.4442316717073465,3,6.12402908102972,0,False
509,IL,535-382-5082,64,no,yes,20,341.22183540791576,124,10.172439302020926,331.16338715214306,57,40.18217221863043,307.90802526319055,32,44.362367094288714,8.624007728893437,12,9.511081820826126,6,False
510,NY,506-187-9652,12,no,no,25,145.21916861783234,15,15.041960904996461,307.5926475187112,121,4.381982131689224,152.7081070552616,83,13.26186881630154,8.679516982405902,8,8.17777883971628,6,False
511,TX,377-782-2724,215,no,no,13,182.91755357220347,27,12.210894374253108,122.01601261614184,119,43.04425586748973,130.29227675317443,14,14.593740093870785,9.964233734244875,8,8.68972165064002,3,False
512,FL,452-795-9706,175,no,no,8,143.69087175581524,19,30.972117807593868,136.58788202831263,15,33.59179887326401,151.78790236728545,91,35.793967678915365,17.856612525264786,18,5.416671588490702,3,True
513,NY,802-729-3066,130,yes,yes,46,248.40375363718405,101,26.173757022732865,166.4946235552243,87,22.85231644943383,35.93542263181039,34,10.505302999233828,16.101910052481788,2,3.2727519333145008,9,False
514,FL,122-512-6926,138,yes,no,11,241.91429066546976,148,43.619839863604334,74.57494061027226,32,18.62877675060396,261.9053680475386,17,24.284979438270096,12.734416902727837,11,7.017360104605791,4,False
515,FL,207-466-8295,111,no,yes,41,258.9031393693234,86,47.72829759195563,37.127185621511636,135,2.92395026474691,141.92718620642506,11,2.9616504357063267,17.708146458670615,10,4.390530399513951,1,False
516,TX,328-210-7279,47,yes,yes,5,115.80583347581467,110,21.43327470167093,308.11891656993106,93,41.61031739608847,130.26361714457335,31,8.767008175525477,13.569372330092467,19,2.8775424056232457,8,False
517,CA,461-285-4727,94,no,no,19,131.01391397250111,93,26.304826557478993,207.32118918734602,22,8.850648990489828,221.40514091857054,81,34.58462648138535,16.377099215261502,10,1.5227068567229751,9,True
518,IL,683-228-6995,249,no,yes,23,70.08039395078654,61,48.63278512659868,224.79134149702924,56,16.858015609380228,169.59997174714124,96,37.87815696712419,11.275566019682532,16,5.278742078895624,3,True
519,IL,360-614-1448,166,yes,no,26,239.76319099075602,40,15.25946919791089,326.6363119416945,53,29.317135057414582,343.8698778316475,81,7.5353135954180885,10.504365032618013,13,5.942535671999187,8,False
520,TX,203-582-6343,142,yes,yes,37,42.735080747408816,119,40.03475721722305,242.83845699635702,114,13.807644803420203,144.00097372761644,77,12.930058419737456,14.481944855447695,15,5.68785682654175,2,False
521,FL,931-973-9033,211,yes,no,7,221.2583473675069,102,12.81151531209182,251.07312138874028,23,25.862742260105662,226.4466695065323,73,6.747413433778453,0.39378623951502156,9,1.1654836343355401,8,False
522,NY,590-572-4081,101,yes,yes,0,308.30268315252283,62,34.710085540413054,281.8299674997575,130,40.84845577945771,129.72835219508855,103,22.803816508405607,13.807551432628468,3,5.699873195387432,0,True
523,FL,504-995-7445,30,yes,yes,48,315.06628745268273,95,14.17355012665108,67.2315039543692,45,24.585820869933194,346.99039366741016,28,8.053571395742397,18.690364368087295,9,1.6841410680514102,6,False
524,TX,330-830-3159,208,no,yes,48,173.69208331838774,11,44.41920266390657,145.2518890284133,17,47.550912517740606,172.435531110441,137,22.990208824010722,14.27884159653508,19,6.63714165451469,3,False
525,IL,112-492-3547,204,yes,yes,23,176.9771802281836,95,28.950941299360487,339.82653686507723,25,42.6800297780644,232.92121947737695,96,37.14071627845432,0.73587448594437,11,4.293839966655334,6,False
526,FL,697-333-3649,118,yes,yes,46,54.630138562565556,142,10.92481476197046,325.3376249921941,100,17.98588329744292,70.55093470485666,91,34.80265439088404,7.557712815454478,8,8.487885877391555,9,False
527,IL,413-665-4083,56,yes,no,6,244.64480814177142,13,12.769720433527329,312.9040948192591,129,21.198181980029013,264.5677487563706,96,15.46210336888857,16.19162604542572,14,7.782657447937788,5,False
528,NY,308-113-4489,93,no,yes,18,292.8030145193106,15,25.70476139398881,174.6683233084712,69,22.319682897081304,116.14721852019905,106,34.34060236385276,19.1721710008884,8,7.2438205151663375,3,True
529,IL,536-476-3634,92,yes,no,21,108.28961747350817,127,48.156897227594186,304.3017451477778,19,32.056613740376704,173.556240905495,61,46.53018228317969,7.403267112727545,6,7.007370993343023,3,True
530,IL,854-834-6110,44,no,no,34,164.81628212267668,98,38.94282386641542,45.486682222644994,40,15.76619500104991,312.60257994478656,91,18.681170580075943,16.82388111753816,11,5.60488039478102,7,False
531,CA,169-923-8378,205,yes,no,29,298.4285877648865,23,25.438862855640565,77.52557576227758,30,48.523958663480414,340.5768047632325,106,17.797719377485116,17.27619750603026,19,0.6111357612834434,6,False
532,CA,200-797-3179,78,yes,yes,28,310.67854965193214,65,18.210518938986418,162.46966351489732,90,31.216842588968042,165.86307258891424,144,29.42905527113684,2.4657279865210002,13,6.55489623533001,3,False
533,CA,722-480-6251,138,no,yes,21,107.81759368455229,90,28.364887680725246,184.68546133828045,42,21.17127961957441,297.13685374543996,124,13.784086929318647,16.915769334373746,15,4.669221775637152,5,False
534,IL,119-635-2013,205,yes,yes,10,206.18260305323656,55,37.921320004573744,114.32228912667419,40,32.96047114359523,47.07167825595544,101,33.275788543052094,6.484997912772301,18,4.69554713993533,5,False
535,TX,326-253-2828,149,yes,no,19,91.59780820346467,25,39.628572245734404,144.07253467129198,45,20.97944050542597,301.223689532884,10,41.94856499227909,11.864754431308347,2,3.790221954662697,0,False
536,IL,841-568-3023,197,no,yes,28,62.601204524658094,129,17.581222308653345,82.088352328118,141,41.25419268701211,231.4433030888479,72,24.04728824473434,10.77924238712842,10,9.290709148417106,1,True
537,TX,970-504-6891,36,yes,yes,40,321.5585604454264,93,36.61564487426611,186.5228901490903,77,29.256366106482623,186.38597388531264,28,34.61635159656235,13.261077274722412,19,2.4945126695243234,3,False
538,TX,287-156-6036,65,no,no,41,292.5624013542749,17,33.57386144173694,284.0298537177156,99,4.014584163491216,314.7883856439193,40,33.29050034638377,14.809293018894605,18,3.1659445340977967,5,True
539,CA,119-372-3563,243,no,no,33,273.21116857701566,97,48.037390015822105,241.63532597161782,141,10.484329636326116,300.5079112020524,86,3.8559469686842966,8.817621952371601,7,9.630407827356226,5,False
540,FL,320-625-4586,32,no,no,0,45.605222020204934,140,46.692333944384714,64.4935191569732,18,43.519710705417666,125.02243070514304,130,10.803982168437267,17.766216442982646,19,8.10153735276698,0,False
541,NY,827-840-5431,162,no,no,30,299.99321366728236,28,39.890207628971694,186.02611308694915,39,29.019191665125916,283.2762823503224,33,44.88944008727024,16.189968431231225,7,0.14086412162869988,7,False
542,CA,797-154-7643,30,no,no,29,170.1741042897228,106,36.72294506503656,253.24684248951198,124,47.616486872667444,61.83709877195923,78,47.06682307352093,15.708421852957194,2,9.061075998618739,1,True
543,CA,987-865-1161,70,yes,no,47,139.56643945467508,75,15.15399630580524,199.56649489726118,54,5.47627101731287,293.28445934955846,68,39.461102715736516,9.164936838685836,9,2.2664729883307033,4,True
544,FL,769-693-4390,72,yes,yes,17,204.87243552812046,88,42.606332292729604,155.33619089137568,13,16.172510244126748,246.14579776744017,123,46.219911119729346,0.7514577168922032,12,7.059325391660635,3,False
545,NY,977-310-1663,131,yes,no,16,59.233037671537865,95,22.520273778241574,229.01261481084103,78,11.290081915499485,58.117225898221676,110,16.69513524409159,9.845128127578889,8,5.530731073672155,4,False
546,IL,208-175-1541,61,no,yes,37,272.12689579276764,133,15.067546040290145,339.96437289608815,32,28.584334026979338,248.58565551172333,21,13.890126645394256,17.96891068288366,5,5.36811883602784,4,False
547,IL,413-216-1867,97,no,yes,13,216.3792246042547,55,20.4397163817662,60.37053112514496,25,20.37405589183565,215.76616853643844,128,20.446409002904957,3.8090031121503776,14,7.179213233927192,9,False
548,CA,803-118-9623,162,no,yes,22,89.7088309994136,122,42.12490352079238,154.80513943921943,31,9.549129635666874,220.25603236641433,148,4.656415930421737,19.651849440211755,15,2.071814718944397,7,True
549,NY,784-839-6469,246,no,no,24,90.23430392609458,100,9.13439434773848,160.11387297475062,81,32.85209187005825,123.07645924150353,106,40.87383771398373,16.153812400263426,4,1.5902513076642655,9,False
550,CA,282-212-2169,64,yes,yes,14,88.95956850325575,42,23.89561957375148,214.6295393498787,57,27.74232155826495,115.27910400411048,66,49.240423285523704,14.196595845641296,12,6.51912606732952,6,False
551,TX,930-727-2136,55,yes,no,45,48.240764016618876,142,25.633164537415503,78.69587260221373,116,15.187340062222447,274.0112358572864,51,41.55340603695727,13.543199158446415,18,2.9057922890466226,8,True
552,CA,862-575-2019,41,no,no,21,218.09550379893915,86,3.758225484743331,86.52576955855025,142,25.029025173554132,112.18031392551651,107,28.63881607292231,11.740517638675252,1,9.739502076577608,0,False
553,CA,217-912-2283,64,no,yes,2,298.9114168283226,130,11.395809418311936,121.31564351931348,16,37.7954391219771,172.80392057916757,40,16.173534583181592,14.413406464982641,5,4.515118390746734,5,False
554,IL,759-851-3010,105,yes,no,18,35.59942847596435,137,41.68363657164111,335.8784138459263,60,11.85304037843161,252.33247955161113,11,11.48949865009187,8.43811112438641,0,1.1159702000696525,5,False
555,IL,498-809-3125,142,no,yes,43,45.681486390807535,87,41.87683465254851,264.9147459938888,74,16.059475841682996,55.47720042478009,41,19.47501784623968,16.905762160402592,14,6.858151661720447,1,False
556,IL,223-174-4471,45,no,yes,33,213.28648853982264,76,16.0359240264439,241.74185654128104,18,18.613327380517525,220.2554824357303,147,34.01453741831391,13.926919121905616,14,3.061592924661313,7,False
557,TX,936-604-9691,119,no,no,34,292.23861932353674,124,43.99506726070046,291.4264599661639,91,37.84286898564952,218.60043924739753,114,23.45895466595953,15.425062247590981,13,1.485874276214022,5,True
558,IL,672-237-3097,243,yes,yes,49,134.55644498196276,72,39.045581075280694,70.82447005334174,54,42.65228477844354,248.95318748416815,145,46.83487136405533,15.84974844331959,6,4.2282336288992095,9,False
559,NY,870-718-7397,186,yes,yes,0,141.8766076184711,122,22.05955922217965,304.98650231160053,131,20.066647829197322,148.37699049781077,84,43.00257646235516,1.8414009141780507,4,9.642222780872782,8,False
560,FL,729-809-4920,115,no,yes,20,220.8308791989683,103,37.923504531441814,220.3464684440013,19,16.237801368028073,173.6735277004287,114,6.91522956621915,1.1128154537547585,19,4.1143057638713,9,False
561,NY,976-662-7900,67,yes,no,28,117.74812451972704,57,48.1440622973507,137.30528238685935,82,44.69344440088051,135.59018046230196,136,8.313210746514079,16.019717369694717,15,3.4733376573106343,4,False
562,NY,525-646-6017,48,no,yes,5,38.51467714485892,21,24.030546467136745,291.0736818386209,57,49.96951674524858,288.61383910040826,18,34.45948089440532,5.187680420764924,16,4.445089620693041,6,False
563,IL,680-448-8999,89,no,no,36,265.27312579251077,49,13.444504589767215,286.8206509915597,96,34.176974703766355,71.7954432115624,24,13.076882719057007,11.639396150236285,10,0.12115705599648363,5,False
564,FL,148-173-9895,106,yes,no,0,230.207972141265,94,47.20719200240748,300.6267461493527,120,49.51906951948068,338.14526514410557,106,39.96943409656406,8.874217104379724,14,1.3310153859861407,4,False
565,FL,360-455-4331,122,no,yes,0,215.8419196978109,66,30.97972585103631,66.96572803423429,25,33.678381334491675,233.14756991334957,114,30.38519083166495,0.44078407335268466,19,8.496746181346078,5,False
566,FL,737-842-8462,222,no,yes,26,267.3389212773834,96,7.052727799060413,340.1955983986483,62,37.20609305637559,313.8101518054963,72,13.0318653312008,0.8056251633254297,15,9.780344120945138,3,True
567,TX,740-891-4384,70,yes,no,20,246.073868019852,93,29.488775161121094,337.08036921271395,49,20.655488074088655,166.39406664472457,30,24.976966279068378,16.542504845575912,2,1.5794148560368138,2,False
568,IL,711-937-1685,146,no,no,15,95.88223621706277,130,26.027882693518336,144.39028656055729,109,22.782442255954567,136.32930252543895,14,21.4916620336176,12.153551229774477,5,5.355178183869084,0,True
569,FL,927-463-5283,15,no,yes,43,142.79393502187236,83,43.06826691562704,51.08608582781429,29,8.918511871490967,318.2322592396747,134,43.911649241091425,10.476861574736898,12,9.663334338056437,0,False
570,TX,668-642-2619,118,no,yes,39,70.35524533716,116,27.473369108649024,83.45781423001142,78,41.49200070872591,61.63936924041689,94,3.543798798898413,18.887041669435007,0,1.5658137617896384,5,False
571,CA,763-647-7868,44,yes,no,25,71.55424429372192,133,14.251156848525605,347.705864142303,54,46.6908334825856,67.4743140816889,122,45.00050674240592,3.4623005185768974,13,1.8630961750245023,8,True
572,CA,507-975-5713,48,no,no,15,246.38263883409255,109,34.43091506551465,210.16414181493218,15,31.92503041731738,125.79096847509675,89,33.29996877822768,5.1594167931759705,1,9.268163539283984,7,False
573,TX,513-441-5998,159,yes,no,27,304.75203423439945,52,28.043621721707847,144.11897562433666,48,18.49507080537913,337.12799416522193,125,37.40183300232218,15.134781564712545,1,7.056876464523825,1,False
574,TX,262-319-9461,178,no,no,0,338.0744268355645,128,13.186142156809877,122.22486203201242,111,9.392783617969581,232.58195515683425,106,2.1251582428464193,15.504704559158588,14,1.5196668684216075,8,True
575,IL,731-947-3014,127,no,no,35,231.07107761582222,32,29.534137181259574,112.23735529950321,139,14.727499025855117,207.3419829169274,30,32.15549283378715,8.09794392878329,17,3.9349267111860975,7,False
576,IL,717-828-1204,14,no,yes,9,88.91242347550623,46,41.43370773870493,242.52888481743426,116,14.259700200888478,255.7140276337346,89,30.247335858129247,19.0195686928752,8,0.5626994421471054,8,False
577,CA,681-655-6347,179,no,no,42,63.808110543657826,143,3.371404050752501,164.2041060862995,48,31.44933843985151,163.59185794501317,48,27.785866706542393,18.765091554303414,2,4.326715339176942,3,True
578,FL,795-718-3643,96,yes,no,16,290.1123108917625,74,32.28084985496536,338.9314237979557,127,47.36179833745301,272.58352045465574,130,39.72160912188248,0.24819430120319064,3,7.7790149448703705,8,False
579,CA,949-349-1874,218,yes,yes,22,215.20207243519977,143,18.78008939765082,248.82976980651566,91,4.31705057398311,155.83382335132083,133,28.68181262703225,3.4465580468145007,14,5.539720545861272,1,True
580,FL,540-632-1689,85,no,yes,6,227.85120672439035,31,16.04822939645236,283.4542691356676,63,2.0490703805335038,294.4362191540687,15,43.140665098873164,16.404388833677427,4,6.474421218162031,0,True
581,FL,618-169-1671,224,no,no,43,280.067868401507,114,20.84421201733334,123.67729554661118,119,30.80873332708763,115.53442626448145,65,13.166311347662642,6.704333696520166,19,3.268201322002092,8,False
582,IL,859-302-2171,217,no,no,6,255.0487128743845,97,18.417087883903122,55.33965091476027,21,15.634902179826332,118.81493097536776,58,40.68716427064159,1.9092535739965677,19,1.61395917744793,9,False
583,NY,571-754-7342,204,no,yes,43,297.0266409139509,134,41.947477122005196,186.10330796220194,119,44.266320432269936,197.16265773655525,101,10.607013095590675,15.699983488471672,4,0.1311667577348441,7,False
584,NY,525-765-3539,167,no,no,14,47.98844974716111,88,15.190294916859227,130.66609489479274,47,17.708014779479214,167.84357067575525,138,41.02965401451104,9.09167011150419,9,8.213123443293455,6,False
585,TX,987-995-7285,66,no,no,33,269.20660375888156,99,37.1913451091161,94.66661280253558,16,15.907404825386687,237.3970701711025,74,47.14224890377125,9.848215734307438,15,6.366545593457879,7,False
586,IL,412-264-3361,136,no,yes,45,302.27288234307053,60,6.5148713709722585,334.8454818562756,87,14.93650981847827,146.57304149554528,37,18.113318830898436,3.7273877763234253,11,2.293212412876884,0,False
587,FL,120-181-4670,223,no,no,44,121.5632135866606,111,47.667025879251945,172.0762285894497,74,8.952935708875717,103.77620770251738,109,27.434543071049063,13.217901078778556,13,4.184339600772948,8,False
588,NY,829-404-2938,210,yes,yes,3,234.94312767784092,115,31.871198587930486,85.9067494556114,111,29.913462765301308,180.33874012252835,81,33.59979310031109,11.024826362452353,10,8.014432687281142,9,True
589,FL,470-956-7588,38,yes,yes,13,130.53186042783108,69,35.922491698138884,93.56820885796452,110,10.07425291204208,209.5060798390868,74,5.814639961015741,4.133458755781517,18,5.387001860913857,8,True
590,NY,524-260-8345,248,yes,yes,13,336.5507412743853,55,16.305887940533648,119.82711758867009,53,22.38229566993396,75.63201722550093,60,25.715874473797772,6.806630168784135,5,3.001598764459783,8,False
591,NY,728-807-7633,174,no,yes,15,40.6955431793612,45,21.7806352979895,349.78120582070807,40,24.126658508271145,208.1499602346129,58,19.308078876235843,11.93758574672344,9,2.6718451717068548,5,True
592,NY,426-697-4062,96,no,no,6,215.5337100265456,20,12.74136254100686,115.76368016627114,86,2.983618250142774,132.16214567932698,83,43.87787030006279,18.497445108668202,19,2.176140244488256,3,False
593,IL,388-692-1572,150,no,yes,31,83.28113505584483,21,46.76173211850675,135.21657746510516,57,2.80674943141484,155.58460315792252,21,44.080616897999654,18.407527006429834,2,8.237298801341698,1,False
594,CA,453-127-8097,169,yes,no,18,257.9104656566908,48,25.42901346086613,240.98500095488046,91,26.970209060327804,119.38180130025,113,35.637417898267366,5.75811808794966,14,5.818603506846625,3,False
595,FL,142-780-7566,55,no,no,1,86.28489069397187,148,32.261509551583515,124.06764045129546,136,35.409667146998345,328.05130489377916,90,33.474774780439915,14.712419555197698,10,7.091571657014643,6,True
596,IL,697-276-5624,125,yes,no,9,105.32264380747442,45,37.24505746547434,99.05736033910188,93,47.222839149459425,248.66761000966844,136,37.217046045241126,15.51038161047619,1,8.601204413974134,0,False
597,IL,709-593-4648,248,no,no,49,188.1986595346426,61,19.81309237277787,80.76389972787157,19,10.597725639533845,113.98729964821868,23,19.56737124813474,16.176461999655896,5,9.868617025302163,8,True
598,IL,941-952-2537,121,yes,no,16,322.747183999001,40,36.56487941787878,130.0584528088935,38,6.956422852931963,236.41002705662405,43,21.416923844030023,11.4152456950296,16,2.4948358653078193,2,False
599,IL,121-211-4137,160,yes,yes,36,97.74859908735067,42,34.44763950830433,63.893020681207524,57,4.500219532503245,301.5431710662548,57,28.577826698657855,0.21015996199175602,17,1.8090248745791293,3,False
600,IL,941-197-4750,54,yes,yes,11,76.15680675779313,67,35.87164802594943,35.96690765273053,125,22.929995979821612,158.52166666648597,70,47.02535011349443,15.23352570892497,3,4.619983427939484,4,False
601,TX,185-687-9535,154,no,yes,5,272.8725861932898,137,25.483035209821416,287.4853431470967,22,31.91107363212593,295.5864029299783,44,36.751993957739,2.131948996587001,8,0.350712794785325,2,False
602,FL,393-670-1610,113,yes,yes,21,190.19825034685792,40,20.38099434999762,74.1263815726645,56,42.346561124060685,79.41278218879756,128,28.44748373581872,2.3374277244080366,9,7.917178815635283,3,False
603,IL,803-342-2854,94,no,no,31,321.7712359621668,64,12.659945034031512,278.3125919408775,112,34.76695435007031,293.29003675717377,74,38.9798247150423,12.112496052923055,1,8.837599988343822,4,False
604,FL,660-131-3324,203,no,yes,40,76.91665829114953,19,41.58206493444286,285.2135932757311,100,12.001317875593152,202.89415765515724,68,19.802734987444403,19.670410420506034,10,6.860396987480284,0,False
605,TX,631-253-6774,238,no,no,19,236.6969257673726,139,31.200802233520577,202.13424842535778,62,24.16497758702139,101.35183616319426,45,37.062401654929786,4.850789465315996,10,2.6799502456360935,8,False
606,TX,475-843-2749,143,no,no,0,104.52132676858082,24,23.32890541267976,129.09822666014446,101,45.696624622815456,160.28524305789165,51,21.712459917569618,12.916217601024151,10,1.2315547398879056,9,False
607,FL,727-703-1781,117,no,yes,46,80.16333716852458,12,47.311803522109344,76.4104747999643,86,17.68357099891382,346.1577575829174,78,15.423747536719333,6.07307291475202,0,3.8214418791988836,9,False
608,NY,480-779-3105,27,yes,yes,5,248.69741285032657,52,4.296263000337863,265.7776341507197,53,25.93905752441271,280.7379253255764,116,31.26675428107004,17.974522272210592,13,8.333356205052533,3,False
609,CA,895-125-5976,103,no,yes,18,219.97907837079464,76,42.808253369842284,222.4438355141715,11,48.01113606289744,214.0276356432369,48,34.97012286320886,11.87033784227728,0,3.4782780378611466,8,False
610,NY,546-165-6879,159,no,yes,17,271.544786675946,65,49.88396446140668,239.74510607794053,110,37.26598426753749,66.85245180944818,78,24.04609093661908,4.149546553129417,8,0.3425457362663997,3,True
611,NY,353-998-8264,42,no,no,5,129.02802446277835,72,44.573221322377634,32.77410875044193,66,37.89153851080121,163.69970652848008,21,29.14403510506407,5.242621008908566,0,2.7428037622513193,0,False
612,NY,653-326-5869,167,no,no,44,173.35093004230077,24,40.90095610955001,326.80544502650383,66,14.112032211834926,114.17648448381993,92,35.31517159308593,8.64961460836242,3,9.899456100757233,4,False
613,IL,778-535-7744,218,no,yes,32,159.75093642573393,118,19.966687683503583,51.21285998289608,43,21.90550967864615,52.72034544172488,45,38.850082474760455,2.440871240596254,0,6.766687556658832,8,False
614,TX,478-277-6546,135,yes,no,22,344.90862846928457,125,13.103080748590088,147.3778832448018,67,5.952423828642642,203.5054043901808,135,44.98743099598766,1.574667365269633,18,9.00854829977128,2,False
615,NY,808-406-3551,244,yes,no,22,123.51966615660413,101,37.272824983980854,158.8677278885441,44,31.11324161842562,314.53942394908034,72,19.018121900687753,13.601227914959122,9,7.748652675011075,4,False
616,TX,367-685-1007,169,no,no,25,124.3415162709654,147,16.619617581851283,30.43376783934363,84,6.97904789803972,246.19195781572003,85,47.67090813692449,8.143301241782407,14,5.397055153266307,2,True
617,FL,607-575-6416,179,yes,yes,12,143.45542682515435,56,10.449904743438593,189.06857899225508,42,42.123659945885834,109.89772415376358,91,32.5894308859082,14.524515837405541,19,1.486888723949803,2,False
618,CA,263-584-8239,215,yes,no,6,210.6701060129029,66,39.75324258097238,270.8988782435232,124,41.09858177695985,213.5470742252125,60,39.80969036954949,2.20116400875243,3,3.4864447835571766,0,False
619,FL,666-658-9078,131,no,yes,14,110.74327816439848,59,17.002095307362666,293.44596899672706,84,27.613044853870857,331.8349706710301,52,35.58891408710904,12.197310958021914,19,5.837402252742222,1,False
620,FL,337-203-7971,147,yes,yes,43,322.89278092136766,80,45.893203015392245,311.407037857883,82,8.775969593457425,261.33281693533934,43,11.867442816723518,8.866135867394808,13,8.70632348731992,1,False
621,IL,567-553-3822,248,no,no,26,115.01938075720432,91,42.35036695131801,186.07003786091823,87,3.2277911933680716,250.63164781016445,106,5.429042384423759,1.1599730891405713,4,2.6867504586489965,8,False
622,CA,947-486-1258,124,yes,no,25,316.6610340992623,125,42.68673581644425,231.80358096948817,18,40.242016042043474,339.8106131928052,58,36.86175027286977,10.896039565519537,14,1.2122686934022953,6,True
623,FL,382-725-2898,173,yes,yes,32,63.11202036690709,114,39.03534685067966,55.446308254879604,57,30.80674319424449,285.6394595788879,134,26.530528054139673,1.6560854942909153,14,5.588323175548174,7,False
624,FL,139-585-4200,171,yes,no,14,240.10006476788874,97,44.28230834118736,186.17223177015998,76,36.1246225638984,73.71953379160068,66,35.70624168359958,16.55439495582016,15,1.7650122251805567,1,False
625,CA,619-712-1687,210,no,no,35,320.235365900238,11,40.67585082454977,79.54104155895529,128,16.582742035345646,141.24322783238443,102,24.888454587942068,12.639149307800576,15,6.103617693219067,8,False
626,CA,718-712-3307,243,yes,yes,44,83.99982028743345,113,30.920545451586975,148.28579763920686,142,26.455171416507895,338.84502423605954,118,16.987256979992193,11.139350675208968,3,2.63521442483732,2,False
627,FL,465-857-6906,37,yes,yes,26,339.8646272317616,93,16.19949049192943,135.37770011667178,128,37.86436018590322,186.7057261433593,14,15.680859644459277,2.6693800893931807,8,2.309630043006247,9,False
